date,pollution,dew,temp,press,wnd_dir,wnd_spd,snow,rain
2010/2/16 16:00,118,-15,3,1027,SE,12.06,0,0
2010/2/17 0:00,207,-13,-6,1025,cv,0.89,0,0
2010/2/17 8:00,13,-19,-3,1027,NW,42.46,0,0
2010/2/17 16:00,12,-27,1,1026,NW,130.09,0,0
2010/2/18 0:00,50,-19,-6,1027,cv,0.45,0,0
2010/2/18 8:00,87,-17,-8,1026,cv,1.78,0,0
2010/2/18 16:00,27,-21,4,1021,SE,5.81,0,0
2010/2/19 0:00,159,-15,-5,1020,cv,1.78,0,0
2010/2/19 8:00,114,-13,-6,1018,NE,0.89,0,0
2010/2/19 16:00,40,-18,10,1014,cv,3.13,0,0
2010/2/20 0:00,205,-12,-4,1015,cv,4.45,0,0
2010/2/20 8:00,152,-11,-6,1014,cv,0.89,0,0
2010/2/20 16:00,150,-8,9,1011,cv,0.89,0,0
2010/2/21 0:00,261,-7,-2,1011,cv,2.23,0,0
2010/2/21 8:00,191,-6,-1,1013,NW,12.52,0,0
2010/2/21 16:00,30,-15,14,1012,NW,51.86,0,0
2010/2/22 0:00,154,-6,-1,1020,cv,0.89,0,0
2010/2/22 8:00,99,-7,-2,1022,SE,15.21,0,0
2010/2/22 16:00,84,-10,4,1016,SE,45.6,0,0
2010/2/23 0:00,90,-7,-4,1013,NE,0.89,0,0
2010/2/23 8:00,134,-6,-4,1010,cv,0.89,0,0
2010/2/23 16:00,191,-6,7,1003,SE,1.79,0,0
2010/2/24 0:00,283,-6,-1,1003,NW,1.79,0,0
2010/2/24 8:00,262,-5,0,1004,NW,12.97,0,0
2010/2/24 16:00,292,-1,11,1003,cv,1.78,0,0
2010/2/25 0:00,164,2,4,1010,cv,1.78,0,0
2010/2/25 8:00,253,-1,0,1016,SE,1.79,0,0
2010/2/25 16:00,165,-1,6,1016,SE,35.32,0,0
2010/2/26 0:00,52,-7,1,1020,SE,66.61,0,0
2010/2/26 8:00,58,-6,0,1022,SE,81.37,0,0
2010/2/26 16:00,79,-7,4,1020,SE,12.06,0,0
2010/2/27 0:00,38,-11,-1,1021,SE,33.05,0,0
2010/2/27 8:00,52,-5,-4,1021,cv,0.89,4,0
2010/2/27 16:00,101,-5,0,1017,SE,9.84,0,0
2010/2/28 0:00,126,-4,-1,1020,NE,0.89,0,0
2010/2/28 8:00,114,-4,-1,1021,NW,13.85,0,0
2010/2/28 16:00,16,-8,1,1023,NW,16.09,0,0
2010/3/1 0:00,69,-4,-3,1026,SE,7.15,7,0
2010/3/1 8:00,17,-5,-4,1026,SE,29.96,0,0
2010/3/1 16:00,65,-5,-1,1020,SE,53.21,0,0
2010/3/2 0:00,101,-5,-2,1019,SE,82.27,0,0
2010/3/2 8:00,138,-6,-5,1021,NW,1.79,0,0
2010/3/2 16:00,30,-13,8,1021,NW,60.37,0,0
2010/3/3 0:00,109,-6,3,1024,NW,1.79,0,0
2010/3/3 8:00,121,-7,-1,1025,SE,0.89,0,0
2010/3/3 16:00,236,-6,6,1021,SE,20.57,0,0
2010/3/4 0:00,98,-5,2,1019,SE,4.92,0,0
2010/3/4 8:00,131,-3,0,1016,SE,4.47,0,0
2010/3/4 16:00,231,-3,5,1013,NW,3.13,0,1
2010/3/5 0:00,248,-2,1,1019,NW,16.99,0,0
2010/3/5 8:00,19,-19,-2,1028,NW,81.35,0,0
2010/3/5 16:00,16,-24,3,1028,cv,1.79,0,0
2010/3/6 0:00,19,-22,-2,1033,NE,34.87,0,0
2010/3/6 8:00,27,-22,-5,1035,NE,76.89,0,0
2010/3/6 16:00,103,-13,2,1031,cv,1.79,0,0
2010/3/7 0:00,62,-9,-3,1035,SE,21.91,0,0
2010/3/7 8:00,74,-9,-5,1037,cv,0.9,1,0
2010/3/7 16:00,132,-11,0,1033,SE,6.26,0,0
2010/3/8 0:00,76,-5,-4,1038,SE,1.79,0,0
2010/3/8 8:00,65,-6,-5,1040,SE,18.79,7,0
2010/3/8 16:00,43,-7,-2,1039,NW,1.79,0,0
2010/3/9 0:00,5,-15,-5,1042,NW,46.05,0,0
2010/3/9 8:00,18,-18,-6,1039,NW,92.52,0,0
2010/3/9 16:00,21,-23,1,1031,NW,154.65,0,0
2010/3/10 0:00,46,-11,-5,1028,SE,2.68,0,0
2010/3/10 8:00,111,-11,-4,1025,cv,1.78,0,0
2010/3/10 16:00,40,-15,8,1016,SE,14.3,0,0
2010/3/11 0:00,101,-8,-1,1015,cv,0.89,0,0
2010/3/11 8:00,161,-6,-1,1013,cv,2.67,0,0
2010/3/11 16:00,163,-8,9,1005,cv,1.79,0,0
2010/3/12 0:00,213,-6,5,1006,NW,16.54,0,0
2010/3/12 8:00,19,-15,4,1018,NW,88.51,0,0
2010/3/12 16:00,16,-19,8,1019,SE,3.13,0,0
2010/3/13 0:00,79,-5,0,1026,SE,12.06,0,0
2010/3/13 8:00,69,-12,0,1029,SE,1.79,0,0
2010/3/13 16:00,58,-9,8,1024,SE,33.96,0,0
2010/3/14 0:00,37,-11,2,1025,SE,3.13,0,0
2010/3/14 8:00,86,-2,-1,1022,NW,9.39,2,0
2010/3/14 16:00,86,-1,0,1019,NW,29.96,13,0
2010/3/15 0:00,103,-1,0,1019,NW,17.88,0,0
2010/3/15 8:00,50,-13,1,1023,NW,26.81,0,0
2010/3/15 16:00,22,-11,4,1024,NW,106.38,0,0
2010/3/16 0:00,61,-10,-3,1026,NW,0.89,0,0
2010/3/16 8:00,79,-9,-3,1024,NW,1.79,0,0
2010/3/16 16:00,53,-14,7,1021,NW,3.58,0,0
2010/3/17 0:00,76,-9,3,1025,NW,3.13,0,0
2010/3/17 8:00,34,-15,1,1028,NE,33.97,0,0
2010/3/17 16:00,24,-18,7,1025,cv,1.79,0,0
2010/3/18 0:00,71,-5,-1,1027,SE,9.84,0,0
2010/3/18 8:00,110,-4,-1,1024,SE,1.79,0,0
2010/3/18 16:00,208,-2,2,1015,NE,3.13,0,0
2010/3/19 0:00,241,-1,2,1011,cv,1.78,0,0
2010/3/19 8:00,214,2,3,1004,NW,5.36,0,0
2010/3/19 16:00,239,2,7,1001,cv,0.89,0,0
2010/3/20 0:00,183,3,4,1002,cv,0.89,0,0
2010/3/20 8:00,201,-5,7,1003,NW,35.32,0,0
2010/3/20 16:00,37,-17,10,1013,NW,140.39,0,0
2010/3/21 0:00,46,-6,3,1017,NW,185.1,0,0
2010/3/21 8:00,48,-5,4,1017,SE,1.79,0,0
2010/3/21 16:00,82,-12,14,1010,SE,13.86,0,0
2010/3/22 0:00,85,-5,6,1012,SE,1.79,0,0
2010/3/22 8:00,112,-2,5,1012,cv,0.89,0,0
2010/3/22 16:00,128,-13,14,1015,NW,67.48,0,0
2010/3/23 0:00,28,-10,7,1022,NW,4.02,0,0
2010/3/23 8:00,86,-6,4,1023,NW,0.89,0,0
2010/3/23 16:00,60,-8,13,1018,SE,46.48,0,0
2010/3/24 0:00,70,-6,6,1020,SE,83.57,0,0
2010/3/24 8:00,67,-6,7,1022,NW,10.73,0,0
2010/3/24 16:00,92,-8,10,1021,SE,12.96,0,0
2010/3/25 0:00,48,0,2,1027,SE,10.28,0,0
2010/3/25 8:00,12,-16,3,1030,NW,21.01,0,0
2010/3/25 16:00,20,-18,9,1022,NW,13.85,0,0
2010/3/26 0:00,63,-7,2,1023,SE,0.89,0,0
2010/3/26 8:00,38,-7,3,1021,cv,0.89,0,0
2010/3/26 16:00,70,-12,15,1014,SE,31.74,0,0
2010/3/27 0:00,106,-8,3,1020,NW,10.28,0,0
2010/3/27 8:00,75,-9,3,1027,SE,16.99,0,0
2010/3/27 16:00,50,-10,10,1024,SE,3.13,0,0
2010/3/28 0:00,41,-8,2,1028,SE,30.4,0,0
2010/3/28 8:00,88,-6,2,1029,SE,1.79,0,0
2010/3/28 16:00,63,-9,16,1023,SE,13.86,0,0
2010/3/29 0:00,92,-4,6,1025,SE,37.11,0,0
2010/3/29 8:00,208,-1,7,1025,SE,1.79,0,0
2010/3/29 16:00,260,5,9,1022,SE,5.81,0,0
2010/3/30 0:00,288,6,7,1021,SE,0.89,0,5
2010/3/30 8:00,0,6,8,1019,SE,14.31,0,0
2010/3/30 16:00,0,7,9,1015,cv,2.68,0,6
2010/3/31 0:00,0,7,8,1015,NW,4.92,0,1
2010/3/31 8:00,129,5,9,1015,cv,0.89,0,0
2010/3/31 16:00,0,1,17,1012,NW,4.92,0,0
2010/4/1 0:00,31,-14,9,1021,NW,63.46,0,0
2010/4/1 8:00,30,-19,7,1023,NW,104.58,0,0
2010/4/1 16:00,16,-17,12,1018,NW,183.26,0,0
2010/4/2 0:00,27,-7,2,1018,SE,0.89,0,0
2010/4/2 8:00,27,-16,7,1021,NW,23.24,0,0
2010/4/2 16:00,18,-22,12,1020,NW,92.52,0,0
2010/4/3 0:00,48,-8,0,1022,NW,1.79,0,0
2010/4/3 8:00,133,-9,4,1022,SE,1.79,0,0
2010/4/3 16:00,132,-5,16,1012,SE,33.98,0,0
2010/4/4 0:00,184,-1,10,1010,cv,0.89,0,0
2010/4/4 8:00,197,1,11,1011,NE,1.79,0,0
2010/4/4 16:00,27,-11,22,1008,SE,3.58,0,0
2010/4/5 0:00,199,2,12,1010,SE,31.74,0,0
2010/4/5 8:00,166,2,10,1013,cv,1.78,0,0
2010/4/5 16:00,130,2,14,1012,SE,26.38,0,0
2010/4/6 0:00,30,2,6,1024,cv,0.89,0,0
2010/4/6 8:00,28,-14,9,1028,NW,37.1,0,0
2010/4/6 16:00,17,-17,16,1023,NW,18.77,0,0
2010/4/7 0:00,52,-5,5,1025,NE,0.89,0,0
2010/4/7 8:00,78,-5,6,1025,cv,0.89,0,0
2010/4/7 16:00,94,-7,20,1015,SE,42.91,0,0
2010/4/8 0:00,97,-1,13,1014,SE,94.77,0,0
2010/4/8 8:00,78,1,10,1011,SE,123.37,0,0
2010/4/8 16:00,113,1,21,1003,SE,159.58,0,0
2010/4/9 0:00,150,3,15,1007,NE,3.13,0,0
2010/4/9 8:00,62,0,13,1012,NE,22.35,0,0
2010/4/9 16:00,66,3,9,1011,SE,42.02,0,0
2010/4/10 0:00,91,2,8,1016,NW,2.68,0,0
2010/4/10 8:00,22,-12,8,1021,NE,26.38,0,0
2010/4/10 16:00,32,-13,15,1015,SE,14.3,0,0
2010/4/11 0:00,39,-5,7,1018,SE,59.89,0,0
2010/4/11 8:00,84,1,5,1019,SE,89.39,0,3
2010/4/11 16:00,50,1,8,1015,NW,1.79,0,0
2010/4/12 0:00,87,2,6,1014,cv,0.45,0,0
2010/4/12 8:00,33,3,7,1017,NW,17,0,0
2010/4/12 16:00,31,-16,10,1018,NW,98.35,0,0
2010/4/13 0:00,8,-14,4,1026,NW,162.27,0,0
2010/4/13 8:00,19,-17,6,1028,NW,199.38,0,0
2010/4/13 16:00,13,-19,11,1025,NW,280.29,0,0
2010/4/14 0:00,100,-8,1,1029,cv,1.78,0,0
2010/4/14 8:00,25,-10,5,1030,NE,3.13,0,0
2010/4/14 16:00,50,-16,13,1022,cv,3.13,0,0
2010/4/15 0:00,79,-1,7,1023,SE,47.39,0,0
2010/4/15 8:00,171,1,5,1022,SE,79.57,0,0
2010/4/15 16:00,194,2,9,1018,cv,0.89,0,0
2010/4/16 0:00,235,1,4,1018,cv,1.34,0,0
2010/4/16 8:00,235,3,6,1018,NW,12.96,0,0
2010/4/16 16:00,185,3,15,1016,SE,17.87,0,0
2010/4/17 0:00,91,4,8,1023,SE,56.31,0,0
2010/4/17 8:00,154,2,5,1024,SE,75.54,0,0
2010/4/17 16:00,156,4,11,1019,SE,101.47,0,0
2010/4/18 0:00,206,5,10,1018,cv,0.89,0,0
2010/4/18 8:00,184,6,10,1015,cv,0.9,0,0
2010/4/18 16:00,255,6,20,1009,SE,6.26,0,0
2010/4/19 0:00,389,8,14,1011,SE,7.15,0,0
2010/4/19 8:00,307,9,14,1014,NE,4.92,0,2
2010/4/19 16:00,170,9,17,1014,SE,8.94,0,0
2010/4/20 0:00,110,8,11,1018,SE,37.55,0,0
2010/4/20 8:00,94,8,12,1020,cv,0.89,0,0
2010/4/20 16:00,66,1,19,1017,cv,4.92,0,0
2010/4/21 0:00,48,-2,13,1022,SE,16.99,0,0
2010/4/21 8:00,50,4,12,1023,NW,9.83,0,2
2010/4/21 16:00,16,2,13,1021,NW,5.81,0,0
2010/4/22 0:00,34,6,9,1022,NW,3.13,0,3
2010/4/22 8:00,53,6,9,1021,NW,18.33,0,11
2010/4/22 16:00,34,5,11,1020,cv,0.89,0,3
2010/4/23 0:00,37,4,6,1022,cv,0.45,0,0
2010/4/23 8:00,51,2,10,1023,NW,14.76,0,0
2010/4/23 16:00,16,-13,21,1018,NW,21.01,0,0
2010/4/24 0:00,45,-6,15,1019,SE,22.8,0,0
2010/4/24 8:00,90,0,13,1019,SE,1.79,0,0
2010/4/24 16:00,117,4,23,1013,SE,48.74,0,0
2010/4/25 0:00,98,6,16,1015,SE,86.3,0,0
2010/4/25 8:00,141,7,13,1015,SE,115.79,0,0
2010/4/25 16:00,135,8,18,1012,NW,7.15,0,0
2010/4/26 0:00,10,4,8,1017,NE,4.02,0,0
2010/4/26 8:00,16,-7,10,1015,NW,42.02,0,0
2010/4/26 16:00,24,-4,12,1011,SE,24.15,0,0
2010/4/27 0:00,13,-12,6,1013,NW,71.08,0,0
2010/4/27 8:00,27,-12,7,1010,NW,114.9,0,0
2010/4/27 16:00,31,-9,13,1006,NW,164.51,0,0
2010/4/28 0:00,24,-11,8,1012,NW,217.26,0,0
2010/4/28 8:00,14,-11,9,1014,NW,273.59,0,0
2010/4/28 16:00,20,-10,15,1012,NW,368.82,0,0
2010/4/29 0:00,18,-7,10,1013,NW,434.98,0,0
2010/4/29 8:00,20,-6,13,1013,NW,28.17,0,0
2010/4/29 16:00,17,-8,19,1012,NW,117.11,0,0
2010/4/30 0:00,27,-3,14,1017,NW,171.22,0,0
2010/4/30 8:00,28,-6,16,1017,NW,206.09,0,0
2010/4/30 16:00,20,-7,25,1010,NW,257.95,0,0
2010/5/1 0:00,62,-2,16,1010,cv,0.89,0,0
2010/5/1 8:00,89,0,16,1009,cv,0.89,0,0
2010/5/1 16:00,48,-2,32,1003,SE,22.79,0,0
2010/5/2 0:00,75,3,21,1001,SE,66.59,0,0
2010/5/2 8:00,146,10,19,1003,NE,1.79,0,0
2010/5/2 16:00,55,-6,32,1001,NW,16.09,0,0
2010/5/3 0:00,36,-2,18,1006,cv,0.89,0,0
2010/5/3 8:00,53,-2,21,1010,NW,3.58,0,0
2010/5/3 16:00,150,7,23,1005,NE,3.13,0,0
2010/5/4 0:00,118,4,20,1006,SE,4.02,0,1
2010/5/4 8:00,119,8,19,1005,cv,0.89,0,0
2010/5/4 16:00,121,15,24,999,SE,16.98,0,0
2010/5/5 0:00,165,16,17,999,SE,49.62,0,3
2010/5/5 8:00,216,15,16,997,SE,71.97,0,0
2010/5/5 16:00,9,6,25,996,NW,46.94,0,0
2010/5/6 0:00,16,-1,15,1005,NW,143.04,0,0
2010/5/6 8:00,15,0,17,1009,NW,25.47,0,0
2010/5/6 16:00,16,0,28,1004,NW,80.89,0,0
2010/5/7 0:00,48,2,21,1003,SE,26.82,0,0
2010/5/7 8:00,81,8,19,1004,SE,1.79,0,0
2010/5/7 16:00,126,-1,28,1002,NW,57.66,0,0
2010/5/8 0:00,50,-1,18,1007,NW,90.29,0,0
2010/5/8 8:00,191,10,18,1009,NW,1.79,0,0
2010/5/8 16:00,110,7,24,1004,SE,23.69,0,0
2010/5/9 0:00,139,11,15,1007,NW,1.79,0,1
2010/5/9 8:00,32,-1,15,1008,NW,47.84,0,0
2010/5/9 16:00,28,-3,21,1007,NW,5.81,0,0
2010/5/10 0:00,132,-2,14,1008,SE,4.92,0,0
2010/5/10 8:00,50,6,15,1004,NE,3.58,0,0
2010/5/10 16:00,32,-1,21,1005,NW,82.24,0,0
2010/5/11 0:00,10,-1,15,1013,NW,154.21,0,0
2010/5/11 8:00,10,2,16,1016,NE,3.13,0,0
2010/5/11 16:00,11,3,23,1013,SE,1.79,0,0
2010/5/12 0:00,49,5,14,1019,SE,15.65,0,0
2010/5/12 8:00,51,8,16,1020,SE,1.79,0,0
2010/5/12 16:00,45,5,24,1015,SE,12.97,0,0
2010/5/13 0:00,52,6,14,1018,SE,42.92,0,0
2010/5/13 8:00,83,8,17,1020,SE,3.58,0,0
2010/5/13 16:00,66,6,25,1015,SE,16.09,0,0
2010/5/14 0:00,60,7,16,1017,SE,41.57,0,0
2010/5/14 8:00,117,8,17,1017,SE,12.52,0,0
2010/5/14 16:00,159,10,22,1013,SE,3.13,0,1
2010/5/15 0:00,219,14,17,1014,NE,0.89,0,0
2010/5/15 8:00,223,14,18,1014,NW,11.63,0,0
2010/5/15 16:00,170,12,28,1010,SE,3.13,0,0
2010/5/16 0:00,107,11,21,1014,SE,27.71,0,0
2010/5/16 8:00,178,13,19,1015,SE,51.85,0,0
2010/5/16 16:00,56,12,20,1013,SE,78.68,0,1
2010/5/17 0:00,51,13,15,1013,SE,101.93,0,0
2010/5/17 8:00,53,13,14,1011,SE,1.79,0,0
2010/5/17 16:00,89,13,20,1007,SE,3.13,0,0
2010/5/18 0:00,86,13,16,1006,SE,22.35,0,0
2010/5/18 8:00,17,11,13,1004,NW,29.95,0,5
2010/5/18 16:00,54,13,14,999,NW,5.81,0,1
2010/5/19 0:00,49,9,13,1001,cv,0.89,0,0
2010/5/19 8:00,43,10,21,1001,NW,1.79,0,0
2010/5/19 16:00,30,-2,34,997,NW,39.78,0,0
2010/5/20 0:00,61,4,20,1002,SE,3.13,0,0
2010/5/20 8:00,75,8,22,1006,NE,1.79,0,0
2010/5/20 16:00,36,-2,35,1004,SE,19.67,0,0
2010/5/21 0:00,93,9,24,1006,SE,50.06,0,0
2010/5/21 8:00,110,13,22,1008,SE,0.89,0,0
2010/5/21 16:00,86,9,28,1006,SE,21.01,0,0
2010/5/22 0:00,229,12,17,1007,NW,1.79,0,0
2010/5/22 8:00,157,12,21,1007,cv,0.89,0,0
2010/5/22 16:00,121,12,29,1004,SE,12.07,0,0
2010/5/23 0:00,149,12,18,1005,cv,2.67,0,0
2010/5/23 8:00,139,12,21,1003,NW,6.26,0,0
2010/5/23 16:00,63,2,34,996,cv,1.79,0,0
2010/5/24 0:00,100,11,19,1000,cv,0.89,0,0
2010/5/24 8:00,40,6,24,1004,NW,9.84,0,0
2010/5/24 16:00,28,7,30,1003,NW,60.8,0,0
2010/5/25 0:00,20,0,20,1008,cv,0.89,0,0
2010/5/25 8:00,29,4,23,1013,NW,4.02,0,0
2010/5/25 16:00,27,4,31,1009,SE,1.79,0,0
2010/5/26 0:00,47,10,20,1011,SE,1.79,0,0
2010/5/26 8:00,131,12,24,1014,cv,1.78,0,0
